image,class_id,class_type,time_of_day,range,orientation
INPUT\Dataset\cegr1923\cegr01923_0002_1357_SUV.mat,0002,SUV,Night,1000,1357
INPUT\Dataset\cegr1923\cegr01923_0002_1358_SUV.mat,0002,SUV,Night,1000,1358
INPUT\Dataset\cegr1923\cegr01923_0002_1359_SUV.mat,0002,SUV,Night,1000,1359
INPUT\Dataset\cegr1923\cegr01923_0002_1360_SUV.mat,0002,SUV,Night,1000,1360
INPUT\Dataset\cegr1923\cegr01923_0002_1361_SUV.mat,0002,SUV,Night,1000,1361
INPUT\Dataset\cegr1923\cegr01923_0002_1362_SUV.mat,0002,SUV,Night,1000,1362
INPUT\Dataset\cegr1923\cegr01923_0002_1363_SUV.mat,0002,SUV,Night,1000,1363
INPUT\Dataset\cegr1923\cegr01923_0002_1364_SUV.mat,0002,SUV,Night,1000,1364
INPUT\Dataset\cegr1923\cegr01923_0002_1365_SUV.mat,0002,SUV,Night,1000,1365
INPUT\Dataset\cegr1923\cegr01923_0002_1366_SUV.mat,0002,SUV,Night,1000,1366
INPUT\Dataset\cegr1923\cegr01923_0002_1367_SUV.mat,0002,SUV,Night,1000,1367
INPUT\Dataset\cegr1923\cegr01923_0002_1368_SUV.mat,0002,SUV,Night,1000,1368
INPUT\Dataset\cegr1923\cegr01923_0002_1369_SUV.mat,0002,SUV,Night,1000,1369
INPUT\Dataset\cegr1923\cegr01923_0002_1370_SUV.mat,0002,SUV,Night,1000,1370
INPUT\Dataset\cegr1923\cegr01923_0002_1371_SUV.mat,0002,SUV,Night,1000,1371
INPUT\Dataset\cegr1923\cegr01923_0002_1372_SUV.mat,0002,SUV,Night,1000,1372
INPUT\Dataset\cegr1923\cegr01923_0002_1373_SUV.mat,0002,SUV,Night,1000,1373
INPUT\Dataset\cegr1923\cegr01923_0002_1374_SUV.mat,0002,SUV,Night,1000,1374
INPUT\Dataset\cegr1923\cegr01923_0002_1375_SUV.mat,0002,SUV,Night,1000,1375
INPUT\Dataset\cegr1923\cegr01923_0002_1376_SUV.mat,0002,SUV,Night,1000,1376
INPUT\Dataset\cegr1923\cegr01923_0002_1377_SUV.mat,0002,SUV,Night,1000,1377
INPUT\Dataset\cegr1923\cegr01923_0002_1378_SUV.mat,0002,SUV,Night,1000,1378
INPUT\Dataset\cegr1923\cegr01923_0002_1379_SUV.mat,0002,SUV,Night,1000,1379
INPUT\Dataset\cegr1923\cegr01923_0002_1380_SUV.mat,0002,SUV,Night,1000,1380
INPUT\Dataset\cegr1923\cegr01923_0002_1381_SUV.mat,0002,SUV,Night,1000,1381
INPUT\Dataset\cegr1923\cegr01923_0002_1382_SUV.mat,0002,SUV,Night,1000,1382
INPUT\Dataset\cegr1923\cegr01923_0002_1383_SUV.mat,0002,SUV,Night,1000,1383
INPUT\Dataset\cegr1923\cegr01923_0002_1384_SUV.mat,0002,SUV,Night,1000,1384
INPUT\Dataset\cegr1923\cegr01923_0002_1385_SUV.mat,0002,SUV,Night,1000,1385
INPUT\Dataset\cegr1923\cegr01923_0002_1386_SUV.mat,0002,SUV,Night,1000,1386
INPUT\Dataset\cegr1923\cegr01923_0002_1387_SUV.mat,0002,SUV,Night,1000,1387
INPUT\Dataset\cegr1923\cegr01923_0002_1388_SUV.mat,0002,SUV,Night,1000,1388
INPUT\Dataset\cegr1923\cegr01923_0002_1389_SUV.mat,0002,SUV,Night,1000,1389
INPUT\Dataset\cegr1923\cegr01923_0002_1390_SUV.mat,0002,SUV,Night,1000,1390
INPUT\Dataset\cegr1923\cegr01923_0002_1391_SUV.mat,0002,SUV,Night,1000,1391
INPUT\Dataset\cegr1923\cegr01923_0002_1392_SUV.mat,0002,SUV,Night,1000,1392
INPUT\Dataset\cegr1923\cegr01923_0002_1393_SUV.mat,0002,SUV,Night,1000,1393
INPUT\Dataset\cegr1923\cegr01923_0002_1394_SUV.mat,0002,SUV,Night,1000,1394
INPUT\Dataset\cegr1923\cegr01923_0002_1395_SUV.mat,0002,SUV,Night,1000,1395
INPUT\Dataset\cegr1923\cegr01923_0002_1396_SUV.mat,0002,SUV,Night,1000,1396
INPUT\Dataset\cegr1923\cegr01923_0002_1397_SUV.mat,0002,SUV,Night,1000,1397
INPUT\Dataset\cegr1923\cegr01923_0002_1398_SUV.mat,0002,SUV,Night,1000,1398
INPUT\Dataset\cegr1923\cegr01923_0002_1399_SUV.mat,0002,SUV,Night,1000,1399
INPUT\Dataset\cegr1923\cegr01923_0002_1400_SUV.mat,0002,SUV,Night,1000,1400
INPUT\Dataset\cegr1923\cegr01923_0002_1401_SUV.mat,0002,SUV,Night,1000,1401
INPUT\Dataset\cegr1923\cegr01923_0002_1402_SUV.mat,0002,SUV,Night,1000,1402
INPUT\Dataset\cegr1923\cegr01923_0002_1403_SUV.mat,0002,SUV,Night,1000,1403
INPUT\Dataset\cegr1923\cegr01923_0002_1404_SUV.mat,0002,SUV,Night,1000,1404
INPUT\Dataset\cegr1923\cegr01923_0002_1405_SUV.mat,0002,SUV,Night,1000,1405
INPUT\Dataset\cegr1923\cegr01923_0002_1406_SUV.mat,0002,SUV,Night,1000,1406
INPUT\Dataset\cegr1923\cegr01923_0002_1407_SUV.mat,0002,SUV,Night,1000,1407
INPUT\Dataset\cegr1923\cegr01923_0002_1408_SUV.mat,0002,SUV,Night,1000,1408
INPUT\Dataset\cegr1923\cegr01923_0002_1409_SUV.mat,0002,SUV,Night,1000,1409
INPUT\Dataset\cegr1923\cegr01923_0002_1410_SUV.mat,0002,SUV,Night,1000,1410
INPUT\Dataset\cegr1923\cegr01923_0002_1411_SUV.mat,0002,SUV,Night,1000,1411
INPUT\Dataset\cegr1923\cegr01923_0002_1412_SUV.mat,0002,SUV,Night,1000,1412
INPUT\Dataset\cegr1923\cegr01923_0002_1413_SUV.mat,0002,SUV,Night,1000,1413
INPUT\Dataset\cegr1923\cegr01923_0002_1414_SUV.mat,0002,SUV,Night,1000,1414
INPUT\Dataset\cegr1923\cegr01923_0002_1415_SUV.mat,0002,SUV,Night,1000,1415
INPUT\Dataset\cegr1923\cegr01923_0002_1416_SUV.mat,0002,SUV,Night,1000,1416
INPUT\Dataset\cegr1923\cegr01923_0002_1417_SUV.mat,0002,SUV,Night,1000,1417
INPUT\Dataset\cegr1923\cegr01923_0002_1418_SUV.mat,0002,SUV,Night,1000,1418
INPUT\Dataset\cegr1923\cegr01923_0002_1419_SUV.mat,0002,SUV,Night,1000,1419
INPUT\Dataset\cegr1923\cegr01923_0002_1420_SUV.mat,0002,SUV,Night,1000,1420
INPUT\Dataset\cegr1923\cegr01923_0002_1421_SUV.mat,0002,SUV,Night,1000,1421
INPUT\Dataset\cegr1923\cegr01923_0002_1422_SUV.mat,0002,SUV,Night,1000,1422
INPUT\Dataset\cegr1923\cegr01923_0002_1423_SUV.mat,0002,SUV,Night,1000,1423
INPUT\Dataset\cegr1923\cegr01923_0002_1424_SUV.mat,0002,SUV,Night,1000,1424
INPUT\Dataset\cegr1923\cegr01923_0002_1425_SUV.mat,0002,SUV,Night,1000,1425
INPUT\Dataset\cegr1923\cegr01923_0002_1426_SUV.mat,0002,SUV,Night,1000,1426
INPUT\Dataset\cegr1923\cegr01923_0002_1427_SUV.mat,0002,SUV,Night,1000,1427
INPUT\Dataset\cegr1923\cegr01923_0002_1428_SUV.mat,0002,SUV,Night,1000,1428
INPUT\Dataset\cegr1923\cegr01923_0002_1429_SUV.mat,0002,SUV,Night,1000,1429
INPUT\Dataset\cegr1923\cegr01923_0002_1430_SUV.mat,0002,SUV,Night,1000,1430
INPUT\Dataset\cegr1923\cegr01923_0002_1431_SUV.mat,0002,SUV,Night,1000,1431
INPUT\Dataset\cegr1923\cegr01923_0002_1432_SUV.mat,0002,SUV,Night,1000,1432
INPUT\Dataset\cegr1923\cegr01923_0002_1433_SUV.mat,0002,SUV,Night,1000,1433
INPUT\Dataset\cegr1923\cegr01923_0002_1434_SUV.mat,0002,SUV,Night,1000,1434
INPUT\Dataset\cegr1923\cegr01923_0002_1435_SUV.mat,0002,SUV,Night,1000,1435
INPUT\Dataset\cegr1923\cegr01923_0002_1436_SUV.mat,0002,SUV,Night,1000,1436
INPUT\Dataset\cegr1923\cegr01923_0002_1437_SUV.mat,0002,SUV,Night,1000,1437
INPUT\Dataset\cegr1923\cegr01923_0002_1438_SUV.mat,0002,SUV,Night,1000,1438
INPUT\Dataset\cegr1923\cegr01923_0002_1439_SUV.mat,0002,SUV,Night,1000,1439
INPUT\Dataset\cegr1923\cegr01923_0002_1440_SUV.mat,0002,SUV,Night,1000,1440
INPUT\Dataset\cegr1923\cegr01923_0002_1441_SUV.mat,0002,SUV,Night,1000,1441
INPUT\Dataset\cegr1923\cegr01923_0002_1442_SUV.mat,0002,SUV,Night,1000,1442
INPUT\Dataset\cegr1923\cegr01923_0002_1443_SUV.mat,0002,SUV,Night,1000,1443
INPUT\Dataset\cegr1923\cegr01923_0002_1444_SUV.mat,0002,SUV,Night,1000,1444
INPUT\Dataset\cegr1923\cegr01923_0002_1445_SUV.mat,0002,SUV,Night,1000,1445
INPUT\Dataset\cegr1923\cegr01923_0002_1446_SUV.mat,0002,SUV,Night,1000,1446
INPUT\Dataset\cegr1923\cegr01923_0002_1447_SUV.mat,0002,SUV,Night,1000,1447
INPUT\Dataset\cegr1923\cegr01923_0002_1448_SUV.mat,0002,SUV,Night,1000,1448
INPUT\Dataset\cegr1923\cegr01923_0002_1449_SUV.mat,0002,SUV,Night,1000,1449
INPUT\Dataset\cegr1923\cegr01923_0002_1450_SUV.mat,0002,SUV,Night,1000,1450
INPUT\Dataset\cegr1923\cegr01923_0002_1451_SUV.mat,0002,SUV,Night,1000,1451
INPUT\Dataset\cegr1923\cegr01923_0002_1452_SUV.mat,0002,SUV,Night,1000,1452
INPUT\Dataset\cegr1923\cegr01923_0002_1453_SUV.mat,0002,SUV,Night,1000,1453
INPUT\Dataset\cegr1923\cegr01923_0002_1454_SUV.mat,0002,SUV,Night,1000,1454
INPUT\Dataset\cegr1923\cegr01923_0002_1455_SUV.mat,0002,SUV,Night,1000,1455
INPUT\Dataset\cegr1923\cegr01923_0002_1456_SUV.mat,0002,SUV,Night,1000,1456
INPUT\Dataset\cegr1923\cegr01923_0002_1457_SUV.mat,0002,SUV,Night,1000,1457
INPUT\Dataset\cegr1923\cegr01923_0002_1458_SUV.mat,0002,SUV,Night,1000,1458
INPUT\Dataset\cegr1923\cegr01923_0002_1459_SUV.mat,0002,SUV,Night,1000,1459
INPUT\Dataset\cegr1923\cegr01923_0002_1460_SUV.mat,0002,SUV,Night,1000,1460
INPUT\Dataset\cegr1923\cegr01923_0002_1461_SUV.mat,0002,SUV,Night,1000,1461
INPUT\Dataset\cegr1923\cegr01923_0002_1462_SUV.mat,0002,SUV,Night,1000,1462
INPUT\Dataset\cegr1923\cegr01923_0002_1463_SUV.mat,0002,SUV,Night,1000,1463
INPUT\Dataset\cegr1923\cegr01923_0002_1464_SUV.mat,0002,SUV,Night,1000,1464
INPUT\Dataset\cegr1923\cegr01923_0002_1465_SUV.mat,0002,SUV,Night,1000,1465
INPUT\Dataset\cegr1923\cegr01923_0002_1466_SUV.mat,0002,SUV,Night,1000,1466
INPUT\Dataset\cegr1923\cegr01923_0002_1467_SUV.mat,0002,SUV,Night,1000,1467
INPUT\Dataset\cegr1923\cegr01923_0002_1468_SUV.mat,0002,SUV,Night,1000,1468
INPUT\Dataset\cegr1923\cegr01923_0002_1469_SUV.mat,0002,SUV,Night,1000,1469
INPUT\Dataset\cegr1923\cegr01923_0002_1470_SUV.mat,0002,SUV,Night,1000,1470
INPUT\Dataset\cegr1923\cegr01923_0002_1471_SUV.mat,0002,SUV,Night,1000,1471
INPUT\Dataset\cegr1923\cegr01923_0002_1472_SUV.mat,0002,SUV,Night,1000,1472
INPUT\Dataset\cegr1923\cegr01923_0002_1473_SUV.mat,0002,SUV,Night,1000,1473
INPUT\Dataset\cegr1923\cegr01923_0002_1474_SUV.mat,0002,SUV,Night,1000,1474
INPUT\Dataset\cegr1923\cegr01923_0002_1475_SUV.mat,0002,SUV,Night,1000,1475
INPUT\Dataset\cegr1923\cegr01923_0002_1476_SUV.mat,0002,SUV,Night,1000,1476
INPUT\Dataset\cegr1923\cegr01923_0002_1477_SUV.mat,0002,SUV,Night,1000,1477
INPUT\Dataset\cegr1923\cegr01923_0002_1478_SUV.mat,0002,SUV,Night,1000,1478
INPUT\Dataset\cegr1923\cegr01923_0002_1479_SUV.mat,0002,SUV,Night,1000,1479
INPUT\Dataset\cegr1923\cegr01923_0002_1480_SUV.mat,0002,SUV,Night,1000,1480
INPUT\Dataset\cegr1923\cegr01923_0002_1481_SUV.mat,0002,SUV,Night,1000,1481
INPUT\Dataset\cegr1923\cegr01923_0002_1482_SUV.mat,0002,SUV,Night,1000,1482
INPUT\Dataset\cegr1923\cegr01923_0002_1483_SUV.mat,0002,SUV,Night,1000,1483
INPUT\Dataset\cegr1923\cegr01923_0002_1484_SUV.mat,0002,SUV,Night,1000,1484
INPUT\Dataset\cegr1923\cegr01923_0002_1485_SUV.mat,0002,SUV,Night,1000,1485
INPUT\Dataset\cegr1923\cegr01923_0002_1486_SUV.mat,0002,SUV,Night,1000,1486
INPUT\Dataset\cegr1923\cegr01923_0002_1487_SUV.mat,0002,SUV,Night,1000,1487
INPUT\Dataset\cegr1923\cegr01923_0002_1488_SUV.mat,0002,SUV,Night,1000,1488
INPUT\Dataset\cegr1923\cegr01923_0002_1489_SUV.mat,0002,SUV,Night,1000,1489
INPUT\Dataset\cegr1923\cegr01923_0002_1490_SUV.mat,0002,SUV,Night,1000,1490
INPUT\Dataset\cegr1923\cegr01923_0002_1491_SUV.mat,0002,SUV,Night,1000,1491
INPUT\Dataset\cegr1923\cegr01923_0002_1492_SUV.mat,0002,SUV,Night,1000,1492
INPUT\Dataset\cegr1923\cegr01923_0002_1493_SUV.mat,0002,SUV,Night,1000,1493
INPUT\Dataset\cegr1923\cegr01923_0002_1494_SUV.mat,0002,SUV,Night,1000,1494
INPUT\Dataset\cegr1923\cegr01923_0002_1495_SUV.mat,0002,SUV,Night,1000,1495
INPUT\Dataset\cegr1923\cegr01923_0002_1496_SUV.mat,0002,SUV,Night,1000,1496
INPUT\Dataset\cegr1923\cegr01923_0002_1497_SUV.mat,0002,SUV,Night,1000,1497
INPUT\Dataset\cegr1923\cegr01923_0002_1498_SUV.mat,0002,SUV,Night,1000,1498
INPUT\Dataset\cegr1923\cegr01923_0002_1499_SUV.mat,0002,SUV,Night,1000,1499
INPUT\Dataset\cegr1923\cegr01923_0002_1500_SUV.mat,0002,SUV,Night,1000,1500
INPUT\Dataset\cegr1923\cegr01923_0002_1501_SUV.mat,0002,SUV,Night,1000,1501
INPUT\Dataset\cegr1923\cegr01923_0002_1502_SUV.mat,0002,SUV,Night,1000,1502
INPUT\Dataset\cegr1923\cegr01923_0002_1503_SUV.mat,0002,SUV,Night,1000,1503
INPUT\Dataset\cegr1923\cegr01923_0002_1504_SUV.mat,0002,SUV,Night,1000,1504
INPUT\Dataset\cegr1923\cegr01923_0002_1505_SUV.mat,0002,SUV,Night,1000,1505
INPUT\Dataset\cegr1923\cegr01923_0002_1506_SUV.mat,0002,SUV,Night,1000,1506
INPUT\Dataset\cegr1923\cegr01923_0002_1507_SUV.mat,0002,SUV,Night,1000,1507
INPUT\Dataset\cegr1923\cegr01923_0002_1508_SUV.mat,0002,SUV,Night,1000,1508
INPUT\Dataset\cegr1923\cegr01923_0002_1509_SUV.mat,0002,SUV,Night,1000,1509
INPUT\Dataset\cegr1923\cegr01923_0002_1510_SUV.mat,0002,SUV,Night,1000,1510
INPUT\Dataset\cegr1923\cegr01923_0002_1511_SUV.mat,0002,SUV,Night,1000,1511
INPUT\Dataset\cegr1923\cegr01923_0002_1512_SUV.mat,0002,SUV,Night,1000,1512
INPUT\Dataset\cegr1923\cegr01923_0002_1513_SUV.mat,0002,SUV,Night,1000,1513
INPUT\Dataset\cegr1923\cegr01923_0002_1514_SUV.mat,0002,SUV,Night,1000,1514
INPUT\Dataset\cegr1923\cegr01923_0002_1515_SUV.mat,0002,SUV,Night,1000,1515
INPUT\Dataset\cegr1923\cegr01923_0002_1516_SUV.mat,0002,SUV,Night,1000,1516
INPUT\Dataset\cegr1923\cegr01923_0002_1517_SUV.mat,0002,SUV,Night,1000,1517
INPUT\Dataset\cegr1923\cegr01923_0002_1518_SUV.mat,0002,SUV,Night,1000,1518
INPUT\Dataset\cegr1923\cegr01923_0002_1519_SUV.mat,0002,SUV,Night,1000,1519
INPUT\Dataset\cegr1923\cegr01923_0002_1520_SUV.mat,0002,SUV,Night,1000,1520
INPUT\Dataset\cegr1923\cegr01923_0002_1521_SUV.mat,0002,SUV,Night,1000,1521
INPUT\Dataset\cegr1923\cegr01923_0002_1522_SUV.mat,0002,SUV,Night,1000,1522
INPUT\Dataset\cegr1923\cegr01923_0002_1523_SUV.mat,0002,SUV,Night,1000,1523
INPUT\Dataset\cegr1923\cegr01923_0002_1524_SUV.mat,0002,SUV,Night,1000,1524
INPUT\Dataset\cegr1923\cegr01923_0002_1525_SUV.mat,0002,SUV,Night,1000,1525
INPUT\Dataset\cegr1923\cegr01923_0002_1526_SUV.mat,0002,SUV,Night,1000,1526
INPUT\Dataset\cegr1923\cegr01923_0002_1527_SUV.mat,0002,SUV,Night,1000,1527
INPUT\Dataset\cegr1923\cegr01923_0002_1528_SUV.mat,0002,SUV,Night,1000,1528
INPUT\Dataset\cegr1923\cegr01923_0002_1529_SUV.mat,0002,SUV,Night,1000,1529
INPUT\Dataset\cegr1923\cegr01923_0002_1530_SUV.mat,0002,SUV,Night,1000,1530
INPUT\Dataset\cegr1923\cegr01923_0002_1531_SUV.mat,0002,SUV,Night,1000,1531
INPUT\Dataset\cegr1923\cegr01923_0002_1532_SUV.mat,0002,SUV,Night,1000,1532
INPUT\Dataset\cegr1923\cegr01923_0002_1533_SUV.mat,0002,SUV,Night,1000,1533
INPUT\Dataset\cegr1923\cegr01923_0002_1534_SUV.mat,0002,SUV,Night,1000,1534
INPUT\Dataset\cegr1923\cegr01923_0002_1535_SUV.mat,0002,SUV,Night,1000,1535
INPUT\Dataset\cegr1923\cegr01923_0002_1536_SUV.mat,0002,SUV,Night,1000,1536
INPUT\Dataset\cegr1923\cegr01923_0002_1537_SUV.mat,0002,SUV,Night,1000,1537
INPUT\Dataset\cegr1923\cegr01923_0002_1538_SUV.mat,0002,SUV,Night,1000,1538
INPUT\Dataset\cegr1923\cegr01923_0002_1539_SUV.mat,0002,SUV,Night,1000,1539
INPUT\Dataset\cegr1923\cegr01923_0002_1540_SUV.mat,0002,SUV,Night,1000,1540
INPUT\Dataset\cegr1923\cegr01923_0002_1541_SUV.mat,0002,SUV,Night,1000,1541
INPUT\Dataset\cegr1923\cegr01923_0002_1542_SUV.mat,0002,SUV,Night,1000,1542
INPUT\Dataset\cegr1923\cegr01923_0002_1543_SUV.mat,0002,SUV,Night,1000,1543
INPUT\Dataset\cegr1923\cegr01923_0002_1544_SUV.mat,0002,SUV,Night,1000,1544
INPUT\Dataset\cegr1923\cegr01923_0002_1545_SUV.mat,0002,SUV,Night,1000,1545
INPUT\Dataset\cegr1923\cegr01923_0002_1546_SUV.mat,0002,SUV,Night,1000,1546
INPUT\Dataset\cegr1923\cegr01923_0002_1547_SUV.mat,0002,SUV,Night,1000,1547
INPUT\Dataset\cegr1923\cegr01923_0002_1548_SUV.mat,0002,SUV,Night,1000,1548
INPUT\Dataset\cegr1923\cegr01923_0002_1549_SUV.mat,0002,SUV,Night,1000,1549
INPUT\Dataset\cegr1923\cegr01923_0002_1550_SUV.mat,0002,SUV,Night,1000,1550
INPUT\Dataset\cegr1923\cegr01923_0002_1551_SUV.mat,0002,SUV,Night,1000,1551
INPUT\Dataset\cegr1923\cegr01923_0002_1552_SUV.mat,0002,SUV,Night,1000,1552
INPUT\Dataset\cegr1923\cegr01923_0002_1553_SUV.mat,0002,SUV,Night,1000,1553
INPUT\Dataset\cegr1923\cegr01923_0002_1554_SUV.mat,0002,SUV,Night,1000,1554
INPUT\Dataset\cegr1923\cegr01923_0002_1555_SUV.mat,0002,SUV,Night,1000,1555
INPUT\Dataset\cegr1923\cegr01923_0002_1556_SUV.mat,0002,SUV,Night,1000,1556
INPUT\Dataset\cegr1923\cegr01923_0002_1557_SUV.mat,0002,SUV,Night,1000,1557
INPUT\Dataset\cegr1923\cegr01923_0002_1558_SUV.mat,0002,SUV,Night,1000,1558
INPUT\Dataset\cegr1923\cegr01923_0002_1559_SUV.mat,0002,SUV,Night,1000,1559
INPUT\Dataset\cegr1923\cegr01923_0002_1560_SUV.mat,0002,SUV,Night,1000,1560
INPUT\Dataset\cegr1923\cegr01923_0002_1561_SUV.mat,0002,SUV,Night,1000,1561
INPUT\Dataset\cegr1923\cegr01923_0002_1562_SUV.mat,0002,SUV,Night,1000,1562
INPUT\Dataset\cegr1923\cegr01923_0002_1563_SUV.mat,0002,SUV,Night,1000,1563
INPUT\Dataset\cegr1923\cegr01923_0002_1564_SUV.mat,0002,SUV,Night,1000,1564
INPUT\Dataset\cegr1923\cegr01923_0002_1565_SUV.mat,0002,SUV,Night,1000,1565
INPUT\Dataset\cegr1923\cegr01923_0002_1566_SUV.mat,0002,SUV,Night,1000,1566
INPUT\Dataset\cegr1923\cegr01923_0002_1567_SUV.mat,0002,SUV,Night,1000,1567
INPUT\Dataset\cegr1923\cegr01923_0002_1568_SUV.mat,0002,SUV,Night,1000,1568
INPUT\Dataset\cegr1923\cegr01923_0002_1569_SUV.mat,0002,SUV,Night,1000,1569
INPUT\Dataset\cegr1923\cegr01923_0002_1570_SUV.mat,0002,SUV,Night,1000,1570
INPUT\Dataset\cegr1923\cegr01923_0002_1571_SUV.mat,0002,SUV,Night,1000,1571
INPUT\Dataset\cegr1923\cegr01923_0002_1572_SUV.mat,0002,SUV,Night,1000,1572
INPUT\Dataset\cegr1923\cegr01923_0002_1573_SUV.mat,0002,SUV,Night,1000,1573
INPUT\Dataset\cegr1923\cegr01923_0002_1574_SUV.mat,0002,SUV,Night,1000,1574
INPUT\Dataset\cegr1923\cegr01923_0002_1575_SUV.mat,0002,SUV,Night,1000,1575
INPUT\Dataset\cegr1923\cegr01923_0002_1576_SUV.mat,0002,SUV,Night,1000,1576
INPUT\Dataset\cegr1923\cegr01923_0002_1577_SUV.mat,0002,SUV,Night,1000,1577
INPUT\Dataset\cegr1923\cegr01923_0002_1578_SUV.mat,0002,SUV,Night,1000,1578
INPUT\Dataset\cegr1923\cegr01923_0002_1579_SUV.mat,0002,SUV,Night,1000,1579
INPUT\Dataset\cegr1923\cegr01923_0002_1580_SUV.mat,0002,SUV,Night,1000,1580
INPUT\Dataset\cegr1923\cegr01923_0002_1581_SUV.mat,0002,SUV,Night,1000,1581
INPUT\Dataset\cegr1923\cegr01923_0002_1582_SUV.mat,0002,SUV,Night,1000,1582
INPUT\Dataset\cegr1923\cegr01923_0002_1583_SUV.mat,0002,SUV,Night,1000,1583
INPUT\Dataset\cegr1923\cegr01923_0002_1584_SUV.mat,0002,SUV,Night,1000,1584
INPUT\Dataset\cegr1923\cegr01923_0002_1585_SUV.mat,0002,SUV,Night,1000,1585
INPUT\Dataset\cegr1923\cegr01923_0002_1586_SUV.mat,0002,SUV,Night,1000,1586
INPUT\Dataset\cegr1923\cegr01923_0002_1587_SUV.mat,0002,SUV,Night,1000,1587
INPUT\Dataset\cegr1923\cegr01923_0002_1588_SUV.mat,0002,SUV,Night,1000,1588
INPUT\Dataset\cegr1923\cegr01923_0002_1589_SUV.mat,0002,SUV,Night,1000,1589
INPUT\Dataset\cegr1923\cegr01923_0002_1590_SUV.mat,0002,SUV,Night,1000,1590
INPUT\Dataset\cegr1923\cegr01923_0002_1591_SUV.mat,0002,SUV,Night,1000,1591
INPUT\Dataset\cegr1923\cegr01923_0002_1592_SUV.mat,0002,SUV,Night,1000,1592
INPUT\Dataset\cegr1923\cegr01923_0002_1593_SUV.mat,0002,SUV,Night,1000,1593
INPUT\Dataset\cegr1923\cegr01923_0002_1594_SUV.mat,0002,SUV,Night,1000,1594
INPUT\Dataset\cegr1923\cegr01923_0002_1595_SUV.mat,0002,SUV,Night,1000,1595
INPUT\Dataset\cegr1923\cegr01923_0002_1596_SUV.mat,0002,SUV,Night,1000,1596
INPUT\Dataset\cegr1923\cegr01923_0002_1597_SUV.mat,0002,SUV,Night,1000,1597
INPUT\Dataset\cegr1923\cegr01923_0002_1598_SUV.mat,0002,SUV,Night,1000,1598
INPUT\Dataset\cegr1923\cegr01923_0002_1599_SUV.mat,0002,SUV,Night,1000,1599
INPUT\Dataset\cegr1923\cegr01923_0002_1600_SUV.mat,0002,SUV,Night,1000,1600
INPUT\Dataset\cegr1923\cegr01923_0002_1601_SUV.mat,0002,SUV,Night,1000,1601
INPUT\Dataset\cegr1923\cegr01923_0002_1602_SUV.mat,0002,SUV,Night,1000,1602
INPUT\Dataset\cegr1923\cegr01923_0002_1603_SUV.mat,0002,SUV,Night,1000,1603
INPUT\Dataset\cegr1923\cegr01923_0002_1604_SUV.mat,0002,SUV,Night,1000,1604
INPUT\Dataset\cegr1923\cegr01923_0002_1605_SUV.mat,0002,SUV,Night,1000,1605
INPUT\Dataset\cegr1923\cegr01923_0002_1606_SUV.mat,0002,SUV,Night,1000,1606
INPUT\Dataset\cegr1923\cegr01923_0002_1607_SUV.mat,0002,SUV,Night,1000,1607
INPUT\Dataset\cegr1923\cegr01923_0002_1608_SUV.mat,0002,SUV,Night,1000,1608
INPUT\Dataset\cegr1923\cegr01923_0002_1609_SUV.mat,0002,SUV,Night,1000,1609
INPUT\Dataset\cegr1923\cegr01923_0002_1610_SUV.mat,0002,SUV,Night,1000,1610
INPUT\Dataset\cegr1923\cegr01923_0002_1611_SUV.mat,0002,SUV,Night,1000,1611
INPUT\Dataset\cegr1923\cegr01923_0002_1612_SUV.mat,0002,SUV,Night,1000,1612
INPUT\Dataset\cegr1923\cegr01923_0002_1613_SUV.mat,0002,SUV,Night,1000,1613
INPUT\Dataset\cegr1923\cegr01923_0002_1614_SUV.mat,0002,SUV,Night,1000,1614
INPUT\Dataset\cegr1923\cegr01923_0002_1615_SUV.mat,0002,SUV,Night,1000,1615
INPUT\Dataset\cegr1923\cegr01923_0002_1616_SUV.mat,0002,SUV,Night,1000,1616
INPUT\Dataset\cegr1923\cegr01923_0002_1617_SUV.mat,0002,SUV,Night,1000,1617
INPUT\Dataset\cegr1923\cegr01923_0002_1618_SUV.mat,0002,SUV,Night,1000,1618
INPUT\Dataset\cegr1923\cegr01923_0002_1619_SUV.mat,0002,SUV,Night,1000,1619
INPUT\Dataset\cegr1923\cegr01923_0002_1620_SUV.mat,0002,SUV,Night,1000,1620
INPUT\Dataset\cegr1923\cegr01923_0002_1621_SUV.mat,0002,SUV,Night,1000,1621
INPUT\Dataset\cegr1923\cegr01923_0002_1622_SUV.mat,0002,SUV,Night,1000,1622
INPUT\Dataset\cegr1923\cegr01923_0002_1623_SUV.mat,0002,SUV,Night,1000,1623
INPUT\Dataset\cegr1923\cegr01923_0002_1624_SUV.mat,0002,SUV,Night,1000,1624
INPUT\Dataset\cegr1923\cegr01923_0002_1625_SUV.mat,0002,SUV,Night,1000,1625
INPUT\Dataset\cegr1923\cegr01923_0002_1626_SUV.mat,0002,SUV,Night,1000,1626
INPUT\Dataset\cegr1923\cegr01923_0002_1627_SUV.mat,0002,SUV,Night,1000,1627
INPUT\Dataset\cegr1923\cegr01923_0002_1628_SUV.mat,0002,SUV,Night,1000,1628
INPUT\Dataset\cegr1923\cegr01923_0002_1629_SUV.mat,0002,SUV,Night,1000,1629
INPUT\Dataset\cegr1923\cegr01923_0002_1630_SUV.mat,0002,SUV,Night,1000,1630
